comprador_id,nombre,ubicacion,fecha_registro,num_compras,total_gastado
782,Clemente Camilo Borrego Carreón,Puebla,2026-03-05,1,1885.8
783,Mercedes Mariana Cintrón,Guadalajara,2026-03-05,1,645.53
784,Salma Mena,CDMX,2026-03-08,3,3815.03
785,Sr. Carlos Mayorga,Pantepec,2026-03-10,1,273.39
786,María del Carmen Cristal Caraballo,Guadalajara,2026-03-11,0,0.0
787,Beatriz Anel Escalante,Guadalajara,2026-03-12,0,0.0
788,Claudio Julio César Urbina,CDMX,2026-03-12,1,1069.46
789,Ing. Jos Montero,Puebla,2026-03-14,0,0.0
790,Rosario Herrera,CDMX,2026-03-15,1,397.64
791,Zacarías Jesús Sáenz,Toluca,2026-03-15,0,0.0
792,Ramiro Esparza Lara,Guadalajara,2026-03-18,0,0.0
793,Wilfrido Tello Gaona,Guadalajara,2026-03-18,2,506.96
794,Dra. Dulce María Villanueva,Toluca,2026-03-18,0,0.0
795,Sr. Camilo Villareal,Toluca,2026-03-18,3,2253.78
796,Óscar Alvarado Barreto,Querétaro,2026-03-21,1,276.07
797,Lic. Ricardo Iglesias,Puebla,2026-03-21,1,126.79
798,Lic. Socorro Cavazos,Pantepec,2026-03-22,1,340.35
799,Humberto Angulo Limón,CDMX,2026-03-23,1,705.17
800,Sra. Mitzy Altamirano,Guadalajara,2026-03-24,0,0.0
801,Tania Gonzales Mireles,Pantepec,2026-03-26,2,825.52
802,Antonio Valles Cano,Pantepec,2026-03-27,4,1745.37
803,Ing. Graciela Colón,Toluca,2026-03-27,1,916.64
804,Alfredo Gutiérrez Lozano,Pantepec,2026-03-27,3,2682.27
805,Mitzy Esther Correa,Toluca,2026-03-28,1,921.62
806,Felipe Márquez Apodaca,CDMX,2026-03-29,1,853.51
807,Juana Fabiola Camacho Narváez,Querétaro,2026-03-29,0,0.0
808,Isaac Santiago Rojo Rendón,CDMX,2026-03-30,0,0.0
809,Joaquín Godoy Godoy,Querétaro,2026-04-01,0,0.0
810,Hermelinda Josefina Concepción,Monterrey,2026-04-03,1,136.2
811,Ángel Carrasco Caldera,CDMX,2026-04-03,0,0.0
812,Rodolfo Quintanilla Mejía,CDMX,2026-04-03,2,1831.06
813,Alonso Samaniego,Pantepec,2026-04-03,1,238.25
814,Adalberto Carrera Montañez,Guadalajara,2026-04-04,1,636.72
815,Pablo Zedillo,Xicotepec de Juárez,2026-04-06,0,0.0
816,Adalberto Bernardo Regalado,Querétaro,2026-04-09,1,538.39
817,Octavio Cornelio Rocha de la Garza,Guadalajara,2026-04-11,1,1019.49
818,Israel Jaime Verduzco Velásquez,Puebla,2026-04-11,0,0.0
819,Sr. Homero Noriega,Toluca,2026-04-11,1,842.96
820,Rufino Germán Bueno Esparza,Monterrey,2026-04-13,0,0.0
821,Federico Samuel Angulo,Monterrey,2026-04-13,0,0.0
822,Elias Ponce Jasso,Monterrey,2026-04-14,1,474.43
823,Sr. Rolando Carrillo,Monterrey,2026-04-16,0,0.0
824,Lorena Zarate,Puebla,2026-04-16,2,1555.1
825,Ruby Fonseca Orta,Puebla,2026-04-16,1,796.09
826,Juan Orozco Carvajal,Puebla,2026-04-17,2,832.52
827,Ernesto Jáquez,Puebla,2026-04-18,0,0.0
828,Ing. Ruby Munguía,Querétaro,2026-04-24,2,2128.88
829,Sonia Tania Ruiz,CDMX,2026-04-24,0,0.0
830,Lic. Isabela Camacho,Monterrey,2026-04-25,0,0.0
831,Norma Esther Piña Lozano,Xicotepec de Juárez,2026-04-27,0,0.0
832,Cristian Carranza,Guadalajara,2026-04-27,0,0.0
833,Pablo Rocha Cazares,Puebla,2026-05-01,1,260.57
834,Mariana Mejía Navarrete,Guadalajara,2026-05-02,0,0.0
835,Timoteo Baeza Aparicio,Querétaro,2026-05-03,0,0.0
836,Emilia Archuleta,Toluca,2026-05-03,1,1215.13
837,Humberto Negrete,Monterrey,2026-05-05,0,0.0
838,Dr. Jesús Corona,Guadalajara,2026-05-08,1,697.58
839,Ing. Indira Arias,CDMX,2026-05-09,0,0.0
840,María Elena Magdalena Estévez Villarreal,CDMX,2026-05-09,3,2931.01
841,Ing. Adán Murillo,Pantepec,2026-05-10,1,371.71
842,Isaac Flavio Serna,Toluca,2026-05-11,1,631.33
843,Jorge Samuel Páez,Querétaro,2026-05-11,2,1177.68
844,Sr. Alfonso Escobedo,Monterrey,2026-05-11,1,800.11
845,Sr. Modesto Meza,CDMX,2026-05-12,0,0.0
846,Emilio Elias Urrutia,Monterrey,2026-05-16,0,0.0
847,Raúl Molina Prado,CDMX,2026-05-16,1,853.51
848,Sra. Elsa Ochoa,Monterrey,2026-05-17,1,831.76
849,Hugo Nazario,CDMX,2026-05-18,0,0.0
850,Lic. Eduardo Patiño,Toluca,2026-05-20,0,0.0
851,Ilse Reynoso,Puebla,2026-05-20,1,299.41
852,César Fernando Ávila Niño,Monterrey,2026-05-20,0,0.0
853,Marco Antonio César Palomo,Querétaro,2026-05-22,0,0.0
854,Josefina Ilse Aguayo Miranda,Monterrey,2026-05-22,1,308.14
855,Lucas Jesús Burgos Quiñónez,Guadalajara,2026-05-22,0,0.0
856,Francisco Javier Grijalva Polanco,Guadalajara,2026-05-24,0,0.0
857,Lic. Socorro Orosco,Querétaro,2026-05-28,0,0.0
858,Dalia Solano Osorio,Monterrey,2026-05-29,2,1009.14
859,Dr. Eugenio Roldán,Querétaro,2026-05-30,0,0.0
860,Miriam Hermelinda Tovar,Guadalajara,2026-05-31,0,0.0
861,Hugo Cepeda,,2026-05-31,1,176.32
862,Ilse Isabela Ornelas Arias,CDMX,2026-05-31,0,0.0
863,Gilberto Villagómez,Querétaro,2026-06-02,0,0.0
864,Violeta Alta  Gracia Crespo,Toluca,2026-06-05,0,0.0
865,Óscar Coronado,CDMX,2026-06-06,1,589.44
866,Ing. Teresa Benítez,CDMX,2026-06-06,1,286.01
867,Camilo Rosas,CDMX,2026-06-10,2,1071.71
868,Graciela Ruelas,Guadalajara,2026-06-12,0,0.0
869,Alonso Guillermo de la Garza,Monterrey,2026-06-12,3,1708.45
870,Sr. Ricardo Serna,Puebla,2026-06-14,0,0.0
871,Lic. Raúl Nieto,Guadalajara,2026-06-14,1,635.75
872,Sessa de la Rosa Chapa,Monterrey,2026-06-15,1,831.76
873,Hilda Escobedo,CDMX,2026-06-15,0,0.0
874,Dra. Paola Serna,Querétaro,2026-06-16,1,697.58
875,Srita. Yolanda Dueñas,,2026-06-17,0,0.0
876,José María Zacarías Gallegos Cano,Xicotepec de Juárez,2026-06-17,1,596.55
877,Víctor Molina Camarillo,Toluca,2026-06-18,0,0.0
878,Martín Serafín Alba,Querétaro,2026-06-23,0,0.0
879,Mauro Omar Montes Cisneros,Puebla,2026-06-24,0,0.0
880,Luis Emiliano Bustamante,Xicotepec de Juárez,2026-06-25,0,0.0
881,Ing. Luis Miguel Calvillo,,2026-06-27,0,0.0
882,Homero Gamez,Querétaro,2026-06-30,1,198.82
883,Lic. Olivia Matías,Xicotepec de Juárez,2026-07-01,1,683.26
884,Ing. Ilse Hidalgo,Xicotepec de Juárez,2026-07-02,0,0.0
885,Catalina Alma Murillo,Puebla,2026-07-04,0,0.0
886,Eugenia Urbina Villareal,Xicotepec de Juárez,2026-07-08,0,0.0
887,Martha Perales Jaramillo,Puebla,2026-07-08,0,0.0
888,Cristobal Francisco Valdés Oquendo,CDMX,2026-07-09,0,0.0
889,Luis Espartaco Meraz,Monterrey,2026-07-13,0,0.0
890,Olga Olivares,Pantepec,2026-07-15,0,0.0
891,Frida Paulina Mascareñas,Xicotepec de Juárez,2026-07-18,1,1250.45
892,Mauro Bermúdez Flores,Monterrey,2026-07-19,0,0.0
893,Elvia Mares Valladares,Puebla,2026-07-20,0,0.0
894,Julio Treviño,Toluca,2026-07-21,1,533.22
895,Eloisa Laura Reséndez,Toluca,2026-07-21,0,0.0
896,Amelia Arteaga,Toluca,2026-07-23,0,0.0
897,Gloria Bianca Rivera,Xicotepec de Juárez,2026-07-27,1,384.12
898,José Valles,Xicotepec de Juárez,2026-08-03,0,0.0
899,Gloria Mercedes Muñoz,Puebla,2026-08-06,0,0.0
900,Julio Raúl Casas Sarabia,Puebla,2026-08-06,0,0.0
